id,sale_date,amount
OWK1,15-04-21,1540
MPLT,15-04-21,7700
Y4MQ,15-04-21,1170
48LQ,15-04-21,3510
PFLG,15-04-21,9180
9EEJ,15-04-21,19790
OYD9,15-04-21,3550
3AWH,15-04-21,1540
ZOBC,15-04-21,2000
X4P4,15-04-21,2000
VXJG,15-04-21,6000
AH70,15-04-21,2000
8IQ0,15-04-21,2000
IEMH,15-04-21,2000
IIEZ,15-04-21,2000
H7IR,15-04-21,3760
RK07,15-04-21,2000
YEVC,15-04-21,8000
TVGN,15-04-21,2730
3LOA,15-04-21,9670
NNEE,15-04-21,8910
DMRD,15-04-21,8300
NG5D,15-04-21,4730
JFMQ,15-04-21,11830
6W1F,15-04-21,4730
OQ7A,15-04-21,1170
CF7T,15-04-21,4730
OQ17,15-04-21,8280
4023,15-04-21,7460
ZD32,15-04-21,2730
U7YL,15-04-21,2730
VMPE,15-04-21,2730
B6JP,15-04-21,2730
R0DE,15-04-21,1760
A1LI,15-04-21,9770
BCTW,15-04-21,2090
QU8N,15-04-21,3550
MZW0,15-04-21,3550
HQ5O,15-04-21,3550
NX1W,15-04-21,24500
P0YB,15-04-21,10500
T4UV,15-04-21,1560
KAW2,15-04-21,1210
HDHF,15-04-21,1540
BWUU,15-04-21,5800
TNPW,15-04-21,2710
48CI,15-04-21,1170
YQGQ,15-04-21,1190
BFCW,15-04-21,2975
8Q2T,15-04-21,3550
2TBQ,15-04-21,1190
X7SO,15-04-21,1190
XMHH,15-04-21,1190
RFTI,15-04-21,2730
0G9D,15-04-21,1785
SAOB,15-04-21,3570
TFZZ,15-04-21,6280
Z9YR,15-04-21,6280
GW74,15-04-21,6240
BUYB,15-04-21,3550
QSGX,15-04-21,3550
GEVY,15-04-21,3550
PQV2,15-04-21,7100
MSUD,08-01-21,80
PFP8,08-01-21,5460
ZJGR,08-01-21,1150
WJXY,08-01-21,380
PFCA,08-01-21,2100
LXH1,08-01-21,2680
RV5S,08-01-21,5235
WQWF,08-01-21,1100
IJKP,08-01-21,5050
NEKU,08-01-21,1120
PRK5,08-01-21,3280
AQNL,08-01-21,6950
Q172,08-01-21,5050
CHX3,08-01-21,200
XKYU,08-01-21,42000
2CUA,08-01-21,2635
MRWP,08-01-21,2130
UFL6,08-01-21,3300
NTPJ,08-01-21,6300
A4HA,08-01-21,9700
H06N,08-01-21,2220
ZW4B,08-01-21,2095
FEV8,08-01-21,1580
V2HW,08-01-21,3300
M3LW,08-01-21,5000
JFQO,08-01-21,2540
CQXF,08-01-21,13760
TFUV,08-01-21,2850
BO8Q,08-01-21,5000
F5XS,08-01-21,5000
P8TB,08-01-21,4090
WUNC,08-01-21,390
LDT2,08-01-21,1580
UHIO,08-01-21,1490
7TQN,08-01-21,2130
BGJH,08-01-21,8880
E3NW,08-01-21,3300
QMOC,08-01-21,3300
230R,08-01-21,250
VQ1N,08-01-21,500
3XRJ,08-01-21,455
QUA9,08-01-21,1160
SMTJ,08-01-21,180
MACP,08-01-21,5000
KBNX,08-01-21,9530
HHAJ,08-01-21,5725
LUM8,08-01-21,1660
2LRW,08-01-21,10920
H3AU,08-01-21,2100
DZR0,08-01-21,5460
KGV2,08-01-21,430
699F,08-01-21,10590
TZSB,08-01-21,1490
KL8D,08-01-21,5795
CR7H,08-01-21,1660
MQP3,08-01-21,4440
L9Q5,08-01-21,8500
GGBV,08-01-21,18755
5XBT,14-04-21,3765
4OIB,14-04-21,4310
DSGN,14-04-21,1120
UODQ,14-04-21,1710
CYZ1,14-04-21,2470
TPFS,14-04-21,1290
FOWS,14-04-21,5050
O7GL,14-04-21,2950
FEV8,14-04-21,11520
PVRQ,14-04-21,12700
JFJ9,14-04-21,1840
RQOQ,14-04-21,1210
BWUU,14-04-21,6120
FIBQ,14-04-21,15050
6RCY,14-04-21,22630
FECN,14-04-21,11360
BCTW,14-04-21,1785
N6YB,14-04-21,5800
CQXF,14-04-21,6140
JZH9,14-04-21,175000
GKKD,14-04-21,1560
I05R,14-04-21,1450
TKMY,14-04-21,5490
FQY0,14-04-21,450
DAHD,14-04-21,4760
G48T,14-04-21,6040
GOWD,14-04-21,1750
CWOI,14-04-21,2740
BGID,14-04-21,7650
NBLI,14-04-21,1080
259O,14-04-21,5090
1ZFE,14-04-21,1170
ESUE,14-04-21,1540
QAEK,14-04-21,1540
M9FA,14-04-21,1160
1HFZ,14-04-21,52600
DKEE,14-04-21,3230
GXBD,14-04-21,3940
AWMV,14-04-21,2130
PU6O,14-04-21,4040
YE8H,14-04-21,3520
QXZG,14-04-21,1760
1EFJ,14-04-21,26400
CSRU,14-04-21,40400
GQVT,14-04-21,11900
PPUK,14-04-21,2710
CRHS,14-04-21,1540
GINR,14-04-21,1540
UPIG,14-04-21,7810
PTFG,14-04-21,1540
KG6E,14-04-21,1540
QWFF,14-04-21,79925
ZRVW,14-04-21,3550
L8LS,14-04-21,9240
PKUR,14-04-21,1190
XAV3,14-04-21,2000
YGJW,14-04-21,4000
9Q7E,14-04-21,2000
GZBR,14-04-21,4000
WLLP,14-04-21,2000
U8QJ,14-04-21,4000
YB3A,14-04-21,2000
5ADL,14-04-21,2000
A25Z,14-04-21,8000
PRWT,14-04-21,1540
LCEA,14-04-21,2020
XNA5,14-04-21,2020
ZQQQ,14-04-21,5520
NHLJ,14-04-21,1170
HYHV,14-04-21,2020
KTPP,14-04-21,101000
J8XJ,14-04-21,14190
XJRA,14-04-21,9460
OHVP,14-04-21,23650
IGD4,14-04-21,2730
LNQE,14-04-21,4180
DPJJ,14-04-21,2090
CHXX,14-04-21,2090
HJOH,14-04-21,2090
TV3C,14-04-21,3550
IU2I,14-04-21,3550
U7YL,14-04-21,3550
GV6W,14-04-21,3550
S6V6,14-04-21,7100
4XQA,14-04-21,1540
U3RR,14-04-21,5570
52AP,14-04-21,4040
L3UP,14-04-21,10500
SWOF,14-04-21,3500
J6NF,14-04-21,4730
VVME,14-04-21,3550
FTQK,14-04-21,1190
1XUV,14-04-21,1450
CTL2,14-04-21,1190
LWKV,14-04-21,1785
NBUE,14-04-21,1785
EDEB,14-04-21,1190
6W1F,14-04-21,1190
CVMR,14-04-21,4730
RKNN,14-04-21,4730
C0X6,14-04-21,1540
U8V8,14-04-21,6280
SLXJ,14-04-21,2730
HMGL,14-04-21,2730
DKZ3,14-04-21,3550
ZZXX,14-04-21,3550
KZW4,14-04-21,3550
QEE7,14-04-21,3550
THT5,14-04-21,3550
B2QM,14-04-21,1170
ECO2,23-04-21,1820
A4HA,23-04-21,2730
GML2,23-04-21,2440
3NLL,23-04-21,3500
S6HV,23-04-21,1228
O7GL,23-04-21,3840
YVPD,23-04-21,2990
LKDC,23-04-21,2090
FTV4,23-04-21,1540
XZRN,23-04-21,3660
CBDS,23-04-21,3670
ZAA5,23-04-21,5460
CA7S,23-04-21,3380
CNYS,23-04-21,5340
OP9D,23-04-21,1560
WSVC,23-04-21,2590
OAIH,23-04-21,1170
PC2K,23-04-21,4180
TVCP,23-04-21,2270
D1FF,23-04-21,1080
AZJJ,23-04-21,1730
WEEN,23-04-21,1080
BJC3,23-04-21,1080
YGIU,23-04-21,1080
VUOQ,23-04-21,540
XAX9,23-04-21,6460
ONJD,23-04-21,1080
GYQ6,23-04-21,3230
E6QL,23-04-21,1080
L0DH,23-04-21,1730
AAHW,23-04-21,1060
I8G3,23-04-21,1040
KFYO,23-04-21,3770
VFZW,23-04-21,1040
B6SJ,23-04-21,520
IIFW,23-04-21,15400
J697,23-04-21,1290
Q3GR,23-04-21,6910
BBKD,23-04-21,7100
GGBV,23-04-21,2100
HFFH,23-04-21,3260
NUXU,23-04-21,1540
4UUW,23-04-21,1540
CZDZ,23-04-21,15400
2SVY,23-04-21,1540
QWNO,23-04-21,1170
MRNU,23-04-21,14860
DED3,23-04-21,1520
1SJM,23-04-21,3120
FSDK,23-04-21,1560
WTNG,23-04-21,3100
0AWO,23-04-21,2000
HGUT,23-04-21,2000
FVQB,23-04-21,6000
TV8I,23-04-21,4000
XIYI,23-04-21,2000
AIVO,23-04-21,2000
UBPG,23-04-21,2000
SWUK,23-04-21,2020
KLQX,23-04-21,8080
TUXD,23-04-21,4730
U4CT,23-04-21,1560
YNWQ,23-04-21,1450
DRQ6,23-04-21,1540
OSLP,23-04-21,5960
BSJ6,23-04-21,3620
BVMN,23-04-21,3620
SJDA,23-04-21,3620
XYXZ,23-04-21,3620
GXKZ,23-04-21,1170
LEZX,23-04-21,2710
4KWY,23-04-21,3900
7FV4,23-04-21,1170
9YUD,23-04-21,1160
PUYF,23-04-21,7700
WCDJ,23-04-21,1190
NPT0,23-04-21,1540
GPDF,23-04-21,1450
IFSK,23-04-21,1190
FECN,23-04-21,4730
3POL,23-04-21,1520
ALZ1,12-03-21,1700
NDGA,12-03-21,1945
99H4,12-03-21,1710
PP29,12-03-21,7620
UNGJ,12-03-21,1970
6DIB,12-03-21,20740
327R,12-03-21,1120
BVMN,12-03-21,7850
WIDI,12-03-21,16640
4IDG,12-03-21,1510
U5VX,12-03-21,2160
CERY,12-03-21,1050
7RO8,12-03-21,1150
JMCS,12-03-21,4870
PUFO,12-03-21,5200
EJVJ,12-03-21,32660
1NQS,12-03-21,1620
1BOJ,12-03-21,1530
H7PL,12-03-21,3905
P9VI,12-03-21,4960
WUCG,12-03-21,3230
QZX2,12-03-21,1090
NJQK,12-03-21,1665
OW6C,12-03-21,9390
WTNG,12-03-21,5460
ON9I,12-03-21,1560
MXLC,12-03-21,1290
GAPZ,12-03-21,1540
3SZI,12-03-21,3240
Q2ZN,12-03-21,25650
JGFC,12-03-21,1540
AKRE,12-03-21,1110
1FPM,12-03-21,2220
V58A,12-03-21,17760
YDXL,12-03-21,4970
HMNY,12-03-21,3610
UPIG,12-03-21,31140
HEGP,12-03-21,2730
HCZT,12-03-21,5460
LNQE,12-03-21,2000
HSOX,12-03-21,2000
2UOG,12-03-21,2000
XOVX,12-03-21,2000
LDN5,12-03-21,2000
L7TB,12-03-21,7640
E4PP,12-03-21,15250
0CAG,12-03-21,3080
FFAP,12-03-21,1540
PIHK,12-03-21,1590
8LL4,12-03-21,3080
XJLA,12-03-21,5970
W6CV,12-03-21,1120
7BIZ,12-03-21,3240
DUGY,12-03-21,3750
HPL2,12-03-21,2980
CCCW,12-03-21,4800
UE2H,12-03-21,3210
N6TQ,12-03-21,2090
N6QI,12-03-21,2090
DPGU,12-03-21,4180
LVVQ,12-03-21,2090
4CXJ,12-03-21,1560
LWHT,12-03-21,1130
63EB,12-03-21,2050
OUKS,12-03-21,9840
3ONA,12-03-21,3380
UFME,12-03-21,1540
8QOB,12-03-21,1500
170R,12-03-21,4800
KTPK,12-03-21,31700
TZEZ,12-03-21,1120
VLRI,12-03-21,3080
ZXHU,12-03-21,2730
VMYX,12-03-21,1540
QQXS,12-03-21,2050
8Q9E,29-03-21,1105
YQGQ,29-03-21,3230
2TOH,29-03-21,7060
SBS6,29-03-21,5420
MEXE,29-03-21,7505
MWF1,29-03-21,2420
E2MA,29-03-21,180
HR4I,29-03-21,5040
2VJV,29-03-21,4525
V6RO,29-03-21,1750
VZU6,29-03-21,3230
4023,29-03-21,1970
0NC6,29-03-21,1290
BFTR,29-03-21,4840
7E8N,29-03-21,7900
VLRI,29-03-21,4370
3LVB,29-03-21,6060
IXQC,29-03-21,21730
WEY5,29-03-21,5050
X0OW,29-03-21,1500
UMZD,29-03-21,1500
TBW6,29-03-21,2620
E1OV,29-03-21,4680
PDFI,29-03-21,2600
EWTW,29-03-21,5730
8IM1,29-03-21,3040
B4YX,29-03-21,68340
ORSO,29-03-21,6200
YN6Y,29-03-21,3830
HMBO,29-03-21,1680
YGJW,29-03-21,9020
74Z0,29-03-21,11800
PPUK,29-03-21,2950
DEFI,29-03-21,5060
AIYA,29-03-21,9550
7BIZ,29-03-21,9730
HAIG,29-03-21,6750
0BKD,29-03-21,2020
5XP1,29-03-21,9640
X7RK,29-03-21,15160
S3CQ,29-03-21,5780
AAYG,29-03-21,2020
OTIW,29-03-21,2020
CCFO,29-03-21,4040
PBQJ,29-03-21,4040
PXFH,29-03-21,6770
WMJL,29-03-21,2020
PZO7,29-03-21,3100
NJLH,29-03-21,3110
6NDL,29-03-21,1090
AKNU,29-03-21,3220
6LJQ,29-03-21,5460
QKWO,29-03-21,2730
ZTH2,29-03-21,2730
WG0I,29-03-21,4210
J8CT,29-03-21,23650
LHDB,29-03-21,4730
1ALL,29-03-21,1540
MJLA,29-03-21,3080
KYDB,29-03-21,1540
NOB5,29-03-21,4620
FCYS,29-03-21,3100
D0TE,29-03-21,1540
DQ3O,29-03-21,1540
CERF,29-03-21,3100
G6PJ,29-03-21,1540
SJHZ,29-03-21,1120
N0F9,29-03-21,4730
21M9,29-03-21,4730
I5BW,29-03-21,4730
ZBWE,29-03-21,4730
NV1N,29-03-21,4730
XV5M,29-03-21,4730
PLO1,29-03-21,4730
REU2,29-03-21,4730
XL5C,29-03-21,5850
FIHU,29-03-21,3810
FUKW,29-03-21,1560
I7EF,29-03-21,1520
C2YX,29-03-21,2000
GM6M,29-03-21,4130
UZ61,29-03-21,2000
2VJH,29-03-21,2000
2RII,29-03-21,3450
IU2I,29-03-21,2000
ZEXL,29-03-21,2000
75Q9,29-03-21,3550
LASE,29-03-21,3550
MOXT,29-03-21,3550
P1BF,29-03-21,3550
YTIK,29-03-21,2020
1FCK,29-03-21,1480
WFJT,29-03-21,1480
OL8X,29-03-21,1480
FLTJ,29-03-21,2200
BN1N,29-03-21,2240
DE2W,29-03-21,2240
DWQQ,29-03-21,1120
NQRW,29-03-21,3250
IPNL,29-03-21,6460
1AMI,29-03-21,3230
SNDP,29-03-21,2090
4D06,29-03-21,1080
CRFP,29-03-21,4380
UQSD,29-03-21,1080
XKRQ,29-03-21,1100
P9VI,29-03-21,1100
4GOZ,29-03-21,2130
FFDO,29-03-21,2130
ICX1,29-03-21,2130
IF5X,29-03-21,4260
YXAX,20-03-21,13680
2CLE,20-03-21,1600
RO9T,20-03-21,3630
ZHYA,20-03-21,1080
LW8M,20-03-21,1080
ALL7,20-03-21,1140
K09T,20-03-21,4370
2M9K,20-03-21,1560
N6YB,20-03-21,1510
QKTY,20-03-21,1580
CBC2,20-03-21,3490
TD3U,20-03-21,1490
EERY,20-03-21,11420
RHCV,20-03-21,3000
QVPU,20-03-21,13100
TUXD,20-03-21,2590
EJVJ,20-03-21,42810
ROTW,20-03-21,5650
V6YX,20-03-21,525
6NDL,20-03-21,1070
R4J8,20-03-21,3685
9LCK,20-03-21,2210
OCC0,20-03-21,1290
6DIB,20-03-21,3330
7ADT,20-03-21,3840
Y1XA,20-03-21,1110
AJBP,20-03-21,3160
SQKG,20-03-21,2730
BKAG,20-03-21,2730
M1CL,20-03-21,41000
WYKY,20-03-21,3080
UAKH,20-03-21,10540
A6JQ,20-03-21,9810
MJ72,20-03-21,12320
OB5Z,20-03-21,2000
5RUC,20-03-21,4000
4GC2,20-03-21,4000
TFZI,20-03-21,3110
QNR9,20-03-21,10000
NNK1,20-03-21,2000
TNSK,20-03-21,2000
SH6S,20-03-21,4000
XMTX,20-03-21,2000
JHVW,20-03-21,1540
V4KJ,20-03-21,1120
VEGW,20-03-21,1120
RLCU,20-03-21,1540
L8LS,20-03-21,4100
MN4R,20-03-21,4800
EGT4,20-03-21,4800
CHO0,20-03-21,4800
XAHM,20-03-21,8000
8Q6W,20-03-21,2090
EXXS,20-03-21,7620
NAED,20-03-21,4800
KSN1,20-03-21,3150
25TK,20-03-21,2050
H9Y0,20-03-21,4800
W9MZ,20-03-21,11570
HT7O,20-03-21,3100
HDHF,20-03-21,9260
S3DN,20-03-21,1745
BCTW,20-03-21,1745
WBVU,20-03-21,1540
XIR0,20-03-21,3000
5NCT,20-03-21,1500
GWX5,20-03-21,1500
JCXO,20-03-21,7700
DVJB,20-03-21,1540
ZKB4,20-03-21,1110
ZRTP,20-03-21,1110
RYXP,20-03-21,1120
MPQK,20-03-21,1490
Q73P,20-03-21,2980
WFIK,20-03-21,1540
HTII,20-03-21,1500
VZS3,20-03-21,3000
F1JC,20-03-21,2050
KCB7,20-03-21,1140
YS7C,20-03-21,3470
YX0P,20-03-21,3490
MJLA,16-02-21,3790
BR6W,16-02-21,225
1ALL,16-02-21,1610
XKRO,16-02-21,5045
AQDX,16-02-21,360
KTDO,16-02-21,1245
XXTU,16-02-21,3400
SAVM,16-02-21,10020
RVZD,16-02-21,2220
VTPK,16-02-21,4320
S6HV,16-02-21,3060
O2KU,16-02-21,1465
KCHO,16-02-21,1540
SLXJ,16-02-21,2710
U1OM,16-02-21,1665
NTXG,16-02-21,5460
S0JT,16-02-21,27300
JC6F,16-02-21,4415
GCNL,16-02-21,1590
8A1P,16-02-21,1550
MIFH,16-02-21,4910
VBBY,16-02-21,3470
NDAW,16-02-21,6570
K7PL,16-02-21,3190
4Q5W,16-02-21,14350
ZCPD,16-02-21,2050
T3PQ,16-02-21,525
OOYO,16-02-21,2220
D1RF,16-02-21,34960
YGQ7,16-02-21,4910
3UPZ,16-02-21,10310
VUMO,16-02-21,1120
IISS,16-02-21,1120
TIGU,16-02-21,1120
8ATG,16-02-21,1290
RGYV,16-02-21,6680
IJ99,16-02-21,8200
ZYIS,16-02-21,5620
FIZC,16-02-21,2240
VYQS,16-02-21,1120
U0GR,16-02-21,2240
AWMV,16-02-21,5830
BO8Q,16-02-21,4700
OQBW,16-02-21,1760
PU11,16-02-21,1760
YVII,16-02-21,8570
2JAK,16-02-21,3170
YTVT,16-02-21,12780
ZAMT,16-02-21,4100
KCLK,16-02-21,4100
ACNE,16-02-21,4100
H4SL,16-02-21,18800
KTPK,16-02-21,9400
O3T9,16-02-21,10140
DZQL,16-02-21,6760
CVAT,16-02-21,4700
I53M,16-02-21,10250
HDHF,16-02-21,4445
RBBU,16-02-21,2100
H4Q2,16-02-21,2100
UEOP,16-02-21,5540
RUWK,16-02-21,2100
QTL5,16-02-21,19310
DLMN,16-02-21,3410
JHOF,16-02-21,1590
I08L,16-02-21,11300
6UQK,16-02-21,6880
9EDA,16-02-21,34400
OEBG,16-02-21,6880
ANDU,16-02-21,3440
FC7J,16-02-21,3440
UHOW,16-02-21,4700
DDBF,16-02-21,1685
UEMQ,16-02-21,3370
YJKA,16-02-21,1130
OVKZ,13-04-21,1560
LDDQ,13-04-21,2020
JMY6,13-04-21,4440
OKTT,13-04-21,3220
RNNN,13-04-21,2663
O7GL,13-04-21,1990
CSJA,13-04-21,1690
DVT4,13-04-21,810
APWJ,13-04-21,1270
DLZC,13-04-21,1450
ANQG,13-04-21,3060
KDGY,13-04-21,24000
KVPD,13-04-21,8580
DKZ3,13-04-21,1540
U4XE,13-04-21,4270
SWHV,13-04-21,1750
LEY8,13-04-21,4000
3AAE,13-04-21,4515
4FBM,13-04-21,3080
SX4S,13-04-21,1045
X16D,13-04-21,1450
GWKV,13-04-21,22510
CHDK,13-04-21,1560
7SLK,13-04-21,1180
25TK,13-04-21,12230
S6V6,13-04-21,4730
RKY2,13-04-21,1600
O2KU,13-04-21,1080
SBJU,13-04-21,3080
KWTK,13-04-21,2120
6ZAC,13-04-21,4810
KDKM,13-04-21,2300
JKHF,13-04-21,2630
LFFM,13-04-21,280
7S6U,13-04-21,2460
IIZE,13-04-21,540
UESH,13-04-21,11920
PCGV,13-04-21,2130
AGMI,13-04-21,5385
JCXO,13-04-21,35200
ZVNV,13-04-21,3000
OBIU,13-04-21,14150
E6FL,13-04-21,4830
EWHS,13-04-21,2100
9LCK,13-04-21,2100
0DAN,13-04-21,7120
7IMN,13-04-21,7500
DZWK,13-04-21,12880
NLNC,13-04-21,1785
7UFJ,13-04-21,3570
PVE5,13-04-21,1520
NNY3,13-04-21,4560
B4YX,13-04-21,41820
KFUY,13-04-21,1520
CQIO,13-04-21,3500
7V1B,13-04-21,3500
S7U6,13-04-21,3500
6WF2,13-04-21,1540
S03S,13-04-21,1540
EP8Q,13-04-21,2000
HYTB,13-04-21,1540
Z2BK,13-04-21,4730
WZU8,13-04-21,2340
5RIA,13-04-21,2730
PD31,13-04-21,2090
OUKS,13-04-21,2090
BLEE,13-04-21,2090
ANKL,13-04-21,2090
YVII,13-04-21,2090
WHKJ,13-04-21,3100
L76C,13-04-21,4730
VVLB,13-04-21,4730
ZLOQ,13-04-21,2340
NFJO,13-04-21,1170
1JCS,13-04-21,7000
48CI,13-04-21,3500
JI83,13-04-21,17500
VPDS,13-04-21,7000
JPQK,13-04-21,3500
YVBB,13-04-21,4730
H8SQ,13-04-21,1190
GSRI,13-04-21,1190
5KYN,13-04-21,1190
LMNZ,13-04-21,1450
U6R1,13-04-21,1450
NMWL,13-04-21,2380
LCPS,13-04-21,2020
L5ZZ,13-04-21,8190
DICL,13-04-21,1760
VZU6,13-04-21,1560
PKUR,13-04-21,4730
NQCO,13-04-21,4730
P0OP,13-04-21,5900
UYTU,13-04-21,1540
Y1WD,13-04-21,2730
DA1O,13-04-21,6280
FUNK,13-04-21,2730
LSTS,13-04-21,3550
GXCD,13-04-21,3550
VMTI,13-04-21,4720
YIJJ,13-04-21,3550
1D7X,13-04-21,2360
AMWP,13-04-21,2360
ALQN,13-04-21,2340
LDDQ,07-04-21,6850
4SQA,07-04-21,810
VPZE,07-04-21,480
D1GQ,07-04-21,2070
WK28,07-04-21,2320
NLAN,07-04-21,3260
9QTY,07-04-21,1190
U5JY,07-04-21,2380
3K5J,07-04-21,5000
KKNH,07-04-21,4020
L2I4,07-04-21,4730
EL1G,07-04-21,1080
AQDX,07-04-21,5960
QBX6,07-04-21,3230
UWJ2,07-04-21,1080
TNGY,07-04-21,1080
1M8X,07-04-21,5960
EXD9,07-04-21,1620
OZYT,07-04-21,1080
VBBY,07-04-21,3170
OZZQ,07-04-21,540
SBJU,07-04-21,3710
B7ZB,07-04-21,2130
NYHA,07-04-21,6860
CERY,07-04-21,2130
J8XJ,07-04-21,19230
HI25,07-04-21,25750
RLBM,07-04-21,1540
MBN7,07-04-21,7700
3ONA,07-04-21,1540
95YR,07-04-21,2100
CPMV,07-04-21,4750
LBZF,07-04-21,6230
5FZO,07-04-21,9460
YF41,07-04-21,60600
TUOX,07-04-21,3560
PKJ3,07-04-21,1170
5V6G,07-04-21,1170
JZVC,07-04-21,6260
GE7Y,07-04-21,10920
A5S7,07-04-21,4490
YK9Z,07-04-21,4730
SXIU,07-04-21,2730
I437,07-04-21,3500
IW7Z,07-04-21,10590
U6YR,07-04-21,3500
WIYZ,07-04-21,1540
327R,07-04-21,1170
LEIL,07-04-21,1170
7BL1,07-04-21,1170
NEC8,07-04-21,6000
F28M,07-04-21,4000
CKIV,07-04-21,10000
TPFS,07-04-21,1540
JMCW,07-04-21,2020
ALL7,07-04-21,1290
S3IK,07-04-21,4040
GBWJ,07-04-21,1170
LXJL,07-04-21,1540
WUVK,07-04-21,12540
VLRI,07-04-21,7720
ZUYD,07-04-21,3120
999R,07-04-21,1500
EXX1,07-04-21,2090
TRHK,07-04-21,6270
YZE9,07-04-21,2090
ENMP,07-04-21,4730
JPOX,07-04-21,1540
JBCQ,07-04-21,4350
AGLY,07-04-21,2340
AIBE,07-04-21,1170
RHHX,07-04-21,2340
DLMN,07-04-21,4730
ZARJ,07-04-21,2020
6VSH,07-04-21,2020
TSOF,07-04-21,4730
0H4V,07-04-21,4730
0DAN,07-04-21,4730
FNPH,07-04-21,1190
5BB7,07-04-21,2020
Y8WI,07-04-21,5460
N3RF,07-04-21,7040
7UFM,07-04-21,1760
LKDC,07-04-21,1500
LEG6,07-04-21,1190
BBD0,07-04-21,1190
I08L,22-02-21,6300
U2L8,22-02-21,1615
8Q9D,22-02-21,8670
NEF6,22-02-21,2055
WHOQ,22-02-21,10085
UC8I,22-02-21,3100
SJNR,22-02-21,3760
IJQD,22-02-21,1110
ZF1A,22-02-21,1115
PAU7,22-02-21,7680
G9DN,22-02-21,9130
VQ3J,22-02-21,6515
TUGG,22-02-21,11250
WCDJ,22-02-21,1240
EJVJ,22-02-21,29670
OACV,22-02-21,4940
ABTJ,22-02-21,4780
YSWA,22-02-21,1645
U4TB,22-02-21,3110
1BRK,22-02-21,5270
OPC8,22-02-21,15940
6DPS,22-02-21,12280
7IMN,22-02-21,9520
KAEI,22-02-21,4650
EKQA,22-02-21,3110
MEPS,22-02-21,2000
U4IH,22-02-21,2000
KITT,22-02-21,2000
1T8S,22-02-21,2000
4NDV,22-02-21,4730
0WR3,22-02-21,3810
IFRH,22-02-21,1100
LXH1,22-02-21,3555
IDTM,22-02-21,2620
JH0K,22-02-21,3030
XV5M,22-02-21,4125
BYA8,22-02-21,6340
O3QU,22-02-21,5460
6JVR,22-02-21,5460
J7XY,22-02-21,2040
GJK3,22-02-21,3330
LCEA,22-02-21,6085
9QMR,22-02-21,15740
KXE8,22-02-21,2040
MBIJ,22-02-21,6840
EKYG,22-02-21,3500
YVPD,22-02-21,5020
HMBO,22-02-21,4620
BSJ6,22-02-21,3500
SJDA,22-02-21,9770
H5PQ,22-02-21,3500
2DYU,22-02-21,3500
AJXI,22-02-21,3500
LYA4,22-02-21,4045
MFQF,22-02-21,1110
GWT2,22-02-21,1110
RVMB,22-02-21,1655
SJHZ,22-02-21,2240
62M3,22-02-21,3830
FNXB,22-02-21,1110
MEOY,22-02-21,43150
UTT0,22-02-21,2240
DEFI,22-02-21,2860
MGWD,22-02-21,4800
TARL,22-02-21,4800
MQCU,22-02-21,6890
VGXF,22-02-21,4800
DTOU,22-02-21,4270
OIXZ,22-02-21,4940
6XAS,22-02-21,3275
TAM8,22-02-21,3230
ZGID,22-02-21,3200
GWZF,22-02-21,1520
V4KJ,22-02-21,1520
DIOX,22-02-21,1130
ZLA1,22-02-21,1120
JBOY,22-02-21,1120
IOSE,22-02-21,1520
RRYB,22-02-21,1590
YQGQ,22-02-21,2730
93JA,22-02-21,2730
515F,22-02-21,5310
IQKA,22-02-21,2090
H1WI,22-02-21,2090
NLTC,19-02-21,4140
EYVZ,19-02-21,3500
E1JE,19-02-21,5400
WYVW,19-02-21,3130
VUMO,19-02-21,1610
O7GL,19-02-21,1365
LCEA,19-02-21,8880
QBX6,19-02-21,2040
WNBW,19-02-21,2620
K09T,19-02-21,6340
HPVT,19-02-21,5230
3PS4,19-02-21,1250
DWNK,19-02-21,14780
IKGH,19-02-21,9600
4EW8,19-02-21,3320
O1YA,19-02-21,9210
WYSM,19-02-21,9290
QU8N,19-02-21,1140
1ZIL,19-02-21,2220
I8VZ,19-02-21,3340
FTLC,19-02-21,5540
HNQG,19-02-21,4140
V9SN,19-02-21,3110
H7PL,19-02-21,2570
J8KT,19-02-21,3500
OMEV,19-02-21,3500
V2HW,19-02-21,4610
XT56,19-02-21,6775
ROZE,19-02-21,8300
LFPS,19-02-21,3040
3UPZ,19-02-21,10070
SZAT,19-02-21,3040
F6IY,19-02-21,1520
FCIW,19-02-21,45640
515F,19-02-21,5280
G1LJ,19-02-21,1110
HOG5,19-02-21,1110
NXZE,19-02-21,5570
DI5J,19-02-21,3200
XUMW,19-02-21,1110
JJ7Z,19-02-21,1110
BFZN,19-02-21,2240
6REF,19-02-21,14280
FATT,19-02-21,2000
QG3X,19-02-21,2040
FNPH,19-02-21,3590
L6FO,19-02-21,4080
BGUP,19-02-21,4080
BDTM,19-02-21,5970
UQL2,19-02-21,1170
NTZK,19-02-21,4670
IODC,19-02-21,2290
MRWP,19-02-21,14240
ZCKT,19-02-21,27300
0C5X,19-02-21,2730
0DCS,19-02-21,2730
MYGQ,19-02-21,3500
B3XO,19-02-21,8360
OFHU,19-02-21,2090
ZFDM,19-02-21,2090
SXIU,19-02-21,2090
J47T,19-02-21,4920
JVXX,19-02-21,3230
LZOK,19-02-21,1590
KWLH,19-02-21,3330
TMNM,19-02-21,1510
SAEZ,19-02-21,1510
