id,sale_date,amount
RUWK,20-01-21,1995
6K3T,20-01-21,1075
TRQQ,20-01-21,180
ZLR2,20-01-21,1160
R844,20-01-21,1140
GE7Y,20-01-21,20400
7ZLJ,20-01-21,2730
2TOH,20-01-21,5940
VEUM,20-01-21,4780
1WIL,20-01-21,3100
1TYU,20-01-21,1160
0J4M,20-01-21,1140
SNAU,20-01-21,5700
AQNL,20-01-21,2120
6.00E+51,20-01-21,8060
TUUN,20-01-21,545
2LRW,20-01-21,6460
TK43,20-01-21,2080
SPK6,20-01-21,4240
N9JW,20-01-21,2120
SHBE,20-01-21,5710
UEOP,20-01-21,2080
1FZK,20-01-21,3450
NQYH,20-01-21,545
SFEJ,20-01-21,4300
FEKU,20-01-21,5630
YLQU,20-01-21,2730
PVRQ,20-01-21,5000
P3HD,20-01-21,2150
I8ZB,20-01-21,2150
IDZS,20-01-21,2100
6AT3,20-01-21,2080
HNMU,20-01-21,7650
ZOCL,20-01-21,1530
DQ4M,20-01-21,1350
ZRYK,20-01-21,2090
TUXD,20-01-21,3410
CF7I,06-02-21,1100
3ZZD,06-02-21,2100
L2J1,06-02-21,4820
KG96,06-02-21,910
0XJG,06-02-21,1540
X4IY,06-02-21,5944
BGZY,06-02-21,4130
WK28,06-02-21,10810
DBA7,06-02-21,1180
VTPK,06-02-21,9280
LNST,06-02-21,2730
7EH7,06-02-21,1550
AQNL,06-02-21,1695
ZV1C,06-02-21,4025
RTBS,06-02-21,1215
EF8Z,06-02-21,8760
ATT2,06-02-21,4145
CWOI,06-02-21,1725
YIGW,06-02-21,1685
FY0K,06-02-21,2255
OP1T,06-02-21,8010
QWNO,06-02-21,1170
Z0K0,06-02-21,1530
JH0K,06-02-21,6340
HY0S,06-02-21,1150
VITZ,06-02-21,1180
W9OQ,06-02-21,550
ZSDO,06-02-21,1580
RFQD,06-02-21,2135
GYVC,06-02-21,2855
IKTC,06-02-21,4150
KFUY,06-02-21,1160
PKEW,06-02-21,1160
XRKC,06-02-21,1160
MCXV,06-02-21,6950
LVFR,06-02-21,4850
NANC,06-02-21,8230
ZV9L,06-02-21,10630
R80X,06-02-21,4850
V16K,06-02-21,2320
TD3U,06-02-21,2320
AAYG,06-02-21,3500
JQFT,06-02-21,6760
I8VZ,06-02-21,3380
8MMX,06-02-21,3380
LASE,06-02-21,4155
FBKF,06-02-21,2080
IPS4,06-02-21,2080
B0UC,06-02-21,4180
MDG2,06-02-21,2080
F1C6,06-02-21,2340
FPFR,06-02-21,2100
UPIG,06-02-21,8400
F2PV,06-02-21,2100
SNDP,06-02-21,2100
BXRK,06-02-21,2100
GL0E,06-02-21,51875
TVXE,06-02-21,8300
2CUA,06-02-21,1550
OMKK,06-02-21,2730
C2VL,06-02-21,1160
RSCO,06-02-21,1350
IIUX,06-02-21,1160
QU8N,06-02-21,1610
0G9D,06-02-21,4850
ZLBM,06-02-21,8200
UYMI,06-02-21,2770
GDM7,06-02-21,3350
6LUS,06-02-21,3350
JO3X,06-02-21,1160
NVUS,06-02-21,16600
HYTB,06-02-21,2075
YS7C,06-02-21,2075
U26E,06-02-21,2075
JW99,15-01-21,1580
BAXB,15-01-21,9800
GH9B,15-01-21,420
ORPX,15-01-21,16334
QR4L,15-01-21,340
O5AK,15-01-21,135
2ZIF,15-01-21,5744
FXDY,15-01-21,4800
LUBW,15-01-21,6590
WIQF,15-01-21,1210
1TZ2,15-01-21,1680
DB1U,15-01-21,1090
U6AF,15-01-21,2350
XUMW,15-01-21,5115
FSGI,15-01-21,1140
OYWS,15-01-21,2065
RHUP,15-01-21,755
YPFU,15-01-21,3835
IOZI,15-01-21,6610
LOGM,15-01-21,4650
637K,15-01-21,16380
WYSM,15-01-21,8560
UA8V,15-01-21,545
WAHE,15-01-21,545
D1MA,15-01-21,2690
WUNC,15-01-21,1190
XKOY,15-01-21,4660
WHOQ,15-01-21,4300
YLQU,15-01-21,10750
VTPK,15-01-21,4270
3OR9,15-01-21,58050
FF6S,15-01-21,430000
IKRO,15-01-21,1160
61XR,15-01-21,1160
BGQK,15-01-21,21200
0CEM,15-01-21,2120
UNDC,15-01-21,19110
P84A,15-01-21,3855
9XD2,15-01-21,1735
SBBK,15-01-21,1735
IOI4,15-01-21,2665
4THU,15-01-21,5445
LMNF,15-01-21,29350
9VN9,15-01-21,2120
9RXF,15-01-21,2120
TSXF,15-01-21,2320
NKBP,15-01-21,3480
PRWT,15-01-21,1160
WBOV,15-01-21,3820
DRVH,15-01-21,5800
EIF8,15-01-21,2150
JUJV,15-01-21,2150
131E,15-01-21,29400
DED3,15-01-21,4900
TI78,15-01-21,258000
CBJX,15-01-21,13060
MFCB,15-01-21,4950
VVLB,15-01-21,4900
RJXY,15-01-21,2150
B1YP,15-01-21,8480
XY28,15-01-21,4900
PKUR,15-01-21,4900
7RO8,15-01-21,4900
PFOK,15-01-21,5700
XIR0,15-01-21,1500
OBIU,15-01-21,3000
3VGN,15-01-21,5850
LUTJ,15-01-21,2880
KD1K,15-01-21,1500
YEKD,15-01-21,1500
GL0E,15-01-21,107500
QIRG,15-01-21,6450
OY58,15-01-21,4300
SVQB,15-01-21,21500
KTPP,15-01-21,107500
GYAE,15-01-21,2150
FGUU,15-01-21,1350
ZEAO,25-02-21,12540
ICXE,25-02-21,5440
BHTF,25-02-21,11630
MBIJ,25-02-21,2220
VBEQ,25-02-21,2640
CDFX,25-02-21,1130
RNLM,25-02-21,1625
WHOQ,25-02-21,8740
30IF,25-02-21,7500
GMFS,25-02-21,96000
YT5R,25-02-21,1520
SBBK,25-02-21,1090
ZUXW,25-02-21,1520
ZRYK,25-02-21,1680
K8LI,25-02-21,24000
OU3U,25-02-21,3780
E0VU,25-02-21,9910
8LL4,25-02-21,4080
XX08,25-02-21,1835
RLEG,25-02-21,5250
9FI6,25-02-21,4785
BN5W,25-02-21,795
TSXF,25-02-21,6080
KC3Q,25-02-21,8630
43UO,25-02-21,6020
BGJH,25-02-21,4250
IBK8,25-02-21,8190
VMGW,25-02-21,1630
YTVT,25-02-21,2730
6EDY,25-02-21,1750
IFEI,25-02-21,20310
XLAK,25-02-21,6730
IOZI,25-02-21,14160
HZCZ,25-02-21,12740
EZOZ,25-02-21,2730
AG8O,25-02-21,4080
DMPB,25-02-21,4180
ENKK,25-02-21,2400
PV6Z,25-02-21,1520
7ADT,25-02-21,2080
EN0K,25-02-21,3520
AIUJ,25-02-21,1760
WOWT,25-02-21,1760
N3RF,25-02-21,2000
UPQL,25-02-21,2000
GWOQ,25-02-21,1510
FGSG,25-02-21,3150
Y5G0,25-02-21,2040
VMTI,25-02-21,7130
MTCC,25-02-21,2040
VVHO,25-02-21,2040
P8TB,25-02-21,6715
T8DR,25-02-21,6230
ABO6,25-02-21,4820
BDNE,25-02-21,2730
8RUI,25-02-21,2730
FCYS,25-02-21,2090
JF2U,25-02-21,2090
JCHO,25-02-21,2220
VES2,25-02-21,1655
GBMM,25-02-21,1110
PICI,25-02-21,4800
5BB7,09-03-21,4800
C6ZX,09-03-21,1245
YU1K,09-03-21,1290
L3SJ,09-03-21,4800
FX6K,09-03-21,990
OTCJ,09-03-21,1290
OGLL,09-03-21,300
G3MT,09-03-21,24000
XMSU,09-03-21,1130
MLEX,09-03-21,1735
SLXJ,09-03-21,1530
TVGN,09-03-21,3225
VCCM,09-03-21,1450
KBEW,09-03-21,3560
ORCZ,09-03-21,3200
R88B,09-03-21,2050
TUGG,09-03-21,11200
DICL,09-03-21,230
K0RJ,09-03-21,4850
3XYF,09-03-21,1510
OEBG,09-03-21,5160
SRSQ,09-03-21,3060
LAYW,09-03-21,1530
MTCC,09-03-21,1610
R888,09-03-21,1050
M6AC,09-03-21,6460
ZJGR,09-03-21,3110
PFP8,09-03-21,3110
CFMG,09-03-21,1050
YQF1,09-03-21,3110
HQPD,09-03-21,6410
AXJC,09-03-21,545
LFVJ,09-03-21,3895
HLJM,09-03-21,545
YHXZ,09-03-21,545
6ERJ,09-03-21,1635
V5LZ,09-03-21,545
VRF4,09-03-21,10220
AF0Q,09-03-21,525
QCIS,09-03-21,2730
XCWM,09-03-21,3450
KG6E,09-03-21,1290
BBKD,09-03-21,2580
S2JA,09-03-21,4800
SPVY,09-03-21,4770
KXU1,09-03-21,3170
LFPS,09-03-21,2980
DEFI,09-03-21,3540
PC0W,09-03-21,1735
ARA7,09-03-21,2730
PICW,09-03-21,2730
AZMX,09-03-21,1500
RLEG,09-03-21,2000
UAKH,09-03-21,6000
VTJC,09-03-21,2000
QG3X,09-03-21,4210
RE9B,09-03-21,1140
YKDF,09-03-21,1140
ON9I,09-03-21,4770
O7GL,09-03-21,2900
OMEV,09-03-21,2900
561R,09-03-21,4800
3XAN,09-03-21,26450
IMSN,09-03-21,2090
E6US,09-03-21,10450
XL5C,09-03-21,2090
BN4S,09-03-21,4180
P3CO,09-03-21,10450
ADH0,09-03-21,3270
VRGO,09-03-21,3020
XFWY,09-03-21,4130
4SMJ,09-03-21,4800
KTIL,09-03-21,1510
ANNW,09-03-21,1130
BCO9,09-03-21,4100
1V3H,09-03-21,4100
ZXHU,09-03-21,2730
LVFN,09-03-21,2580
V7U7,09-03-21,1510
KLNN,09-03-21,1110
Q1SP,09-03-21,3450
ZQJL,09-03-21,2900
0IUD,09-03-21,10250
VNNC,09-03-21,2050
RIQD,03-03-21,3580
GLH1,03-03-21,6420
JNAI,03-03-21,7320
NJQE,03-03-21,330
ENZN,03-03-21,3120
HGUT,03-03-21,3500
7ADT,03-03-21,1480
NHOP,03-03-21,2220
FCOI,03-03-21,1380
U2L8,03-03-21,715
CSJA,03-03-21,2980
30IF,03-03-21,5700
VLD4,03-03-21,1490
WX7H,03-03-21,3445
W5XB,03-03-21,29900
HTII,03-03-21,2980
G4AB,03-03-21,3000
CBW8,03-03-21,2980
TAWR,03-03-21,1075
6AXL,03-03-21,2240
CVMR,03-03-21,5050
GIZB,03-03-21,10200
CRFP,03-03-21,3340
UZ61,03-03-21,3120
B7BZ,03-03-21,10020
T3ZH,03-03-21,6040
YAEO,03-03-21,2305
MMMZ,03-03-21,17110
35YT,03-03-21,1990
WHVY,03-03-21,4800
MIFH,03-03-21,3650
KPLZ,03-03-21,4080
5V6G,03-03-21,2610
RO36,03-03-21,16800
4RMZ,03-03-21,28800
GNGT,03-03-21,7980
40YO,03-03-21,2980
0PSL,03-03-21,1720
RSZR,03-03-21,4080
BSO2,03-03-21,1610
HI25,03-03-21,9020
RCPE,03-03-21,9040
BCWL,03-03-21,5460
2VJV,03-03-21,2730
FNPW,03-03-21,1855
KFUY,03-03-21,2475
GV6W,03-03-21,2980
MX1Z,03-03-21,4470
N1LF,03-03-21,1500
MDG2,03-03-21,3220
WBVP,03-03-21,665
18UE,03-03-21,1070
UJMR,03-03-21,5295
3NLE,03-03-21,4160
5HGY,03-03-21,1290
M7VJ,03-03-21,1490
CSEQ,03-03-21,1500
SHW3,03-03-21,2000
SDSU,03-03-21,2000
XQTZ,03-03-21,2000
P3CO,03-03-21,2000
TZSB,03-03-21,2000
TSXF,03-03-21,2620
J4FN,03-03-21,5690
ZUQ0,03-03-21,2040
TUUN,03-03-21,6960
R4XZ,03-03-21,4800
IUKH,03-03-21,4080
3EXS,03-03-21,2040
NBLB,03-03-21,8980
DMTR,03-03-21,2730
U5VX,03-03-21,2730
C3D6,03-03-21,1290
SLXJ,03-03-21,1500
NTZK,03-03-21,5590
L5YY,03-03-21,2090
83IF,03-03-21,3230
7VBP,03-03-21,1110
HIPB,03-03-21,1110
YXSB,03-03-21,4080
9U1R,03-03-21,2040
BJOO,03-03-21,4800
5ZHQ,03-03-21,7030
MGVP,03-03-21,1100
YVII,03-03-21,1590
TDPY,03-03-21,2040
GCQL,03-03-21,1120
AH9P,03-03-21,545
HV0D,03-03-21,1655
BBD0,03-03-21,3500
G0Q5,03-03-21,8270
VIWT,03-03-21,1110
CTL2,03-03-21,1120
2TBQ,03-03-21,1140
MY76,30-04-21,2310
R2FB,30-04-21,1290
L3SJ,30-04-21,2090
ZEAO,30-04-21,1090
S4CO,30-04-21,5760
EQEF,30-04-21,4140
LSS8,30-04-21,1190
NHOP,30-04-21,3540
O2KU,30-04-21,1165
4LQP,30-04-21,2550
UVO9,30-04-21,1210
ULET,30-04-21,4670
1QII,30-04-21,2000
Z74N,30-04-21,2460
KVPD,30-04-21,11560
SLXJ,30-04-21,4250
IJPO,30-04-21,1520
TGLX,30-04-21,1520
EV2T,30-04-21,8290
9MEJ,30-04-21,1730
B7BL,30-04-21,1560
OQMD,30-04-21,2730
ZGID,30-04-21,1740
KER7,30-04-21,4750
CEXI,30-04-21,2750
KKBV,30-04-21,1810
VCZL,30-04-21,4700
BCRS,30-04-21,4270
QCIT,30-04-21,13750
GQIX,30-04-21,8820
NHLJ,30-04-21,4620
SQFC,30-04-21,6460
FYAN,30-04-21,3230
OYHN,30-04-21,4620
ZKTZ,30-04-21,4100
BYIL,30-04-21,1600
NEIG,30-04-21,1060
VC8U,30-04-21,3230
1PBQ,30-04-21,3230
Q9II,30-04-21,2140
4KWY,30-04-21,1730
7RDL,30-04-21,1730
MPO5,30-04-21,1040
F7D0,30-04-21,7110
SLFM,30-04-21,1040
KJG5,30-04-21,4950
PDFI,30-04-21,3110
DJ9Z,30-04-21,3110
Z6BX,30-04-21,520
OY33,30-04-21,2130
OYX4,30-04-21,6000
L1PP,30-04-21,10000
ZIPW,30-04-21,2100
7UI2,30-04-21,2960
DO6C,30-04-21,1790
QDOJ,30-04-21,1540
O5W3,30-04-21,1540
NLAN,30-04-21,7700
ROFD,30-04-21,3600
2F8S,30-04-21,2340
QDGR,30-04-21,1170
XGKV,30-04-21,1135
A1LI,30-04-21,3580
1J8V,30-04-21,12530
MYGB,30-04-21,1540
AGMI,30-04-21,5370
5RIA,30-04-21,2000
KJML,30-04-21,6000
4XQA,30-04-21,2000
THG3,30-04-21,2000
9SM1,30-04-21,2000
P4RC,30-04-21,4000
8A1P,30-04-21,2000
GGEN,30-04-21,5560
GOLJ,30-04-21,2000
ZPKN,30-04-21,2000
XTUZ,30-04-21,11520
VYP2,30-04-21,13790
Q1FH,30-04-21,4200
WA7I,30-04-21,4730
9EGF,30-04-21,7100
BO8Q,30-04-21,2710
2TOH,30-04-21,2340
P7HN,30-04-21,1170
AH70,30-04-21,1170
CX2M,30-04-21,8000
BEXV,30-04-21,2000
FUJ7,30-04-21,2000
GDMP,30-04-21,3510
NPWT,30-04-21,2690
TK1Q,30-04-21,2000
RYLD,30-04-21,8950
FCAV,30-04-21,6350
C6PB,30-04-21,1540
8TOA,30-04-21,3080
FPUC,30-04-21,1540
YN6Y,30-04-21,4720
WE6X,30-04-21,1540
3QFJ,30-04-21,3870
Z9JY,30-04-21,1290
G0Q5,30-04-21,1540
KBGZ,30-04-21,60000
HPRD,30-04-21,3560
WS4G,30-04-21,3560
CFHG,30-04-21,1190
JXPV,30-04-21,4700
RR5M,30-04-21,1540
FRCO,30-04-21,1540
MENV,19-04-21,2065
75Q9,19-04-21,1000
EXBL,19-04-21,3310
FB28,19-04-21,1630
O8JY,19-04-21,17610
MFOM,19-04-21,3720
RYLD,19-04-21,12660
H4XI,19-04-21,8070
JNTP,19-04-21,3920
X3VP,19-04-21,1985
CTDT,19-04-21,1230
F2BR,19-04-21,1750
XEEN,19-04-21,1850
BZ2X,19-04-21,2825
9J5T,19-04-21,330
PFCE,19-04-21,1170
MQCU,19-04-21,1540
VLCZ,19-04-21,8380
J9UC,19-04-21,1620
KQTH,19-04-21,1080
AJGA,19-04-21,1170
GADN,19-04-21,1620
YIGW,19-04-21,1850
WADF,19-04-21,9250
B4YX,19-04-21,66490
NPT0,19-04-21,5335
VOAG,19-04-21,17850
FWNV,19-04-21,3915
PAHU,19-04-21,3000
UPIG,19-04-21,3080
4UUW,19-04-21,3020
N3RF,19-04-21,9900
FOBF,19-04-21,3450
KGCJ,19-04-21,3540
QDSP,19-04-21,4050
K319,19-04-21,6000
ERXF,19-04-21,13890
9TBY,19-04-21,2000
3L02,19-04-21,2000
5V6G,19-04-21,10400
G9Y8,19-04-21,2000
6IJP,19-04-21,2000
NO1N,19-04-21,3450
KCLP,19-04-21,15280
Z3UV,19-04-21,17740
25TK,19-04-21,9310
VMLN,19-04-21,2990
SAOB,19-04-21,3080
FFZN,19-04-21,1540
4A20,19-04-21,3010
QEOI,19-04-21,3670
9IEN,19-04-21,3550
W9MZ,19-04-21,11410
F1JC,19-04-21,3570
F9OO,19-04-21,26920
EUOR,19-04-21,9510
JCRW,19-04-21,7460
WAHP,19-04-21,27300
HVYV,19-04-21,3220
JBCQ,19-04-21,15870
AMWP,19-04-21,2050
ZAAK,19-04-21,5600
CMVP,19-04-21,6780
0CAG,19-04-21,17750
HGUT,19-04-21,4720
POVD,19-04-21,3550
C2MP,19-04-21,7100
GIOA,19-04-21,4720
NXEQ,19-04-21,4090
ZRGU,19-04-21,7100
5URG,19-04-21,11830
FKM2,19-04-21,7100
48YX,19-04-21,3550
L37A,19-04-21,3550
PPUK,19-04-21,3550
P1BF,19-04-21,3550
YDRV,19-04-21,3550
FK9W,19-04-21,3550
XL5C,19-04-21,8280
TUUN,19-04-21,1710
S9FQ,19-04-21,3880
JKHO,19-04-21,1170
EJVJ,19-04-21,11800
MWG6,19-04-21,7070
FIJW,19-04-21,4730
OCJT,19-04-21,4730
FECN,19-04-21,4730
NSGE,19-04-21,4730
RKNN,19-04-21,4730
ONUR,19-04-21,1730
KT7L,19-04-21,1750
L5ZZ,19-04-21,20110
VNX9,19-04-21,3100
4IA6,19-04-21,1560
NBJ6,19-04-21,4620
YLY0,19-04-21,2100
Y7GV,19-04-21,2100
ELEP,19-04-21,3620
U4SJ,19-04-21,1450
VLD4,19-04-21,1520
EXX1,19-04-21,1520
TDPY,19-04-21,1520
TIFM,19-04-21,1210
8GEN,19-04-21,1190
Y2ET,19-04-21,1540
OA1Z,19-04-21,1540
OPEF,19-04-21,7700
9LHF,19-04-21,1540
NFGC,19-04-21,2730
GE7Y,19-04-21,2730
UYHW,19-04-21,2090
Q0MV,19-04-21,5160
G0QB,27-02-21,280
AOSW,27-02-21,1040
POVD,27-02-21,3200
0CAG,27-02-21,2040
CRAT,27-02-21,3150
XZLD,27-02-21,19230
BFTR,27-02-21,9190
MLEX,27-02-21,3350
8Q9D,27-02-21,6740
PND6,27-02-21,7120
IJQG,27-02-21,2980
OU3U,27-02-21,1140
VQM1,27-02-21,2730
3QIB,27-02-21,1760
NVUS,27-02-21,6120
EMND,27-02-21,1175
KFTR,27-02-21,620
KJG5,27-02-21,2855
KGYD,27-02-21,3490
WYGK,27-02-21,1095
V6RO,27-02-21,1285
YLR7,27-02-21,3080
NNY3,27-02-21,6610
UAYW,27-02-21,4500
2TOH,27-02-21,6360
P4HU,27-02-21,5920
TVXE,27-02-21,525
PG8X,27-02-21,4500
RCPE,27-02-21,9440
YPHG,27-02-21,1500
ZLHA,27-02-21,2090
CRHS,27-02-21,2090
FGV3,27-02-21,1130
9BRI,27-02-21,5460
PMBN,27-02-21,2880
LMNZ,27-02-21,5590
SZ0M,27-02-21,26700
3UHR,27-02-21,2220
PGSD,27-02-21,1110
LXJL,27-02-21,2220
XQO7,27-02-21,1760
A6JQ,27-02-21,8300
EDVJ,27-02-21,2700
LITG,27-02-21,3090
36BK,27-02-21,6390
QBX6,27-02-21,6250
BINX,27-02-21,1120
8K30,27-02-21,2230
OUKS,27-02-21,2090
KM3B,27-02-21,4800
FNQ6,27-02-21,4610
BSZ5,27-02-21,3080
QRAK,27-02-21,4470
FHO1,27-02-21,2260
FTLC,27-02-21,2260
H06N,27-02-21,1110
V7U7,27-02-21,7000
BB3E,27-02-21,2220
JHJQ,27-02-21,2730
F8WF,27-02-21,1120
UHOW,27-02-21,1120
H8SQ,27-02-21,1120
UPCS,27-02-21,6460
USFT,27-02-21,2040
AEUJ,27-02-21,4800
0PSL,27-02-21,4800
FEIJ,27-02-21,4800
SA0E,27-02-21,2090
HD17,27-02-21,2090
EXX1,27-02-21,1490
YHXZ,27-02-21,3020
JGFC,27-02-21,2040
V7YM,11-03-21,13000
ZOZK,11-03-21,1060
ML7I,11-03-21,1700
TBHN,11-03-21,1710
XSHZ,11-03-21,1635
NWBJ,11-03-21,1500
OSEV,11-03-21,1540
ZBWE,11-03-21,1530
MUMD,11-03-21,2220
CWHR,11-03-21,2570
RIX9,11-03-21,2160
UAIH,11-03-21,6935
BFF9,11-03-21,13900
T3ZH,11-03-21,4530
19JB,11-03-21,3400
ME5Q,11-03-21,760
PRRN,11-03-21,320
JE4E,11-03-21,1110
U5JY,11-03-21,1680
ONUR,11-03-21,1790
RZAF,11-03-21,5345
DAVU,11-03-21,10680
W6LF,11-03-21,11650
8SOS,11-03-21,15550
XCWM,11-03-21,4700
P2WX,11-03-21,3255
DA1O,11-03-21,6920
MUMV,11-03-21,1090
SRSQ,11-03-21,3230
Y1UC,11-03-21,15260
PFOK,11-03-21,3380
KWLH,11-03-21,3380
NQEY,11-03-21,5380
L5ZZ,11-03-21,31800
2DPE,11-03-21,2230
JDDF,11-03-21,4800
XWEV,11-03-21,2940
FS34,11-03-21,1490
WFJT,11-03-21,1490
KTJO,11-03-21,2940
EN0K,11-03-21,3200
NBP4,11-03-21,1700
GSRI,11-03-21,2050
G1LJ,11-03-21,2730
PG8X,11-03-21,7530
PUTF,11-03-21,2730
GFOW,11-03-21,5460
L57B,11-03-21,10250
FXOL,11-03-21,20000
X2IE,11-03-21,4000
VSXG,11-03-21,3380
GLH1,11-03-21,3180
QXJ4,11-03-21,1590
PKN9,11-03-21,2240
YUFD,11-03-21,2220
NNHP,11-03-21,4800
NSLK,11-03-21,2240
AHTP,11-03-21,2090
LVVQ,11-03-21,2090
BIJP,11-03-21,2090
XAGM,11-03-21,1510
AKFF,11-03-21,4800
BVSZ,11-03-21,1130
7LBF,11-03-21,4100
1QZO,11-03-21,3380
JWBO,11-03-21,3380
XAX9,11-03-21,3380
P55W,11-03-21,1500
UE2H,11-03-21,4800
HGKW,11-03-21,4800
FJO5,11-03-21,1140
CJYE,11-03-21,3380
UQ0G,11-03-21,10250
4E5Z,11-03-21,2050
NKTO,05-02-21,1160
ORPX,05-02-21,3110
D0CB,05-02-21,2700
PD31,05-02-21,7770
TVA6,05-02-21,990
1ALL,05-02-21,2535
2CLE,05-02-21,6770
L5OE,05-02-21,2075
KGCJ,05-02-21,8585
GATR,05-02-21,140
XZLD,05-02-21,47390
NZ9K,05-02-21,10090
AQNL,05-02-21,6440
QDOJ,05-02-21,1610
3Q0I,05-02-21,9820
DB1U,05-02-21,810
VES2,05-02-21,440
YHXZ,05-02-21,2695
GMO6,05-02-21,5040
B1YP,05-02-21,6740
RKOD,05-02-21,2730
O6VH,05-02-21,3220
1GXL,05-02-21,2300
EYIV,05-02-21,1590
4U3X,05-02-21,1280
VLCZ,05-02-21,6820
2UPT,05-02-21,1050
9UMP,05-02-21,1160
YHSD,05-02-21,2330
R5MW,05-02-21,1160
ULAV,05-02-21,2320
RSWO,05-02-21,2730
WMGP,05-02-21,4850
OZYT,05-02-21,4850
AICQ,05-02-21,9700
YBR0,05-02-21,2730
6.00E+51,05-02-21,2730
YEBZ,05-02-21,2730
QK4D,05-02-21,6700
Z7PR,05-02-21,4520
U1WY,05-02-21,1170
JKAE,05-02-21,4155
LXH1,05-02-21,2080
LBKH,05-02-21,2080
PP29,05-02-21,9700
VU47,05-02-21,4850
MIFH,05-02-21,4850
3ZMC,05-02-21,1160
PEQD,05-02-21,2100
3GRO,05-02-21,2075
ZVU9,05-02-21,2075
W6CV,05-02-21,2075
CTXR,05-02-21,1350
GOWD,05-02-21,29900
SZGJ,05-02-21,1160
V4FG,05-02-21,1160
F8UA,05-02-21,1610
BYI4,05-02-21,1180
DB6Y,05-02-21,1180
PKN9,05-02-21,1180
FHO1,05-02-21,1180
65CM,05-02-21,3080
3G7Y,05-02-21,8425
T7O6,05-02-21,3350
FNMA,05-02-21,3350
BGQK,05-02-21,48500
6NY2,05-02-21,1160
SBJU,05-02-21,4150
6DAP,05-02-21,20750
SKEC,05-02-21,2075
RVMB,05-02-21,2075
ODCJ,05-02-21,4150
XAGM,05-02-21,2075
XIQ1,05-02-21,2075
BNUF,05-02-21,48500
36DS,05-02-21,4850
XF8M,30-03-21,4305
FHX0,30-03-21,200
XZD1,30-03-21,1605
ZW4B,30-03-21,3820
MFOM,30-03-21,10400
SMWQ,30-03-21,1090
1V3H,30-03-21,3425
L6BE,30-03-21,3270
ACWV,30-03-21,5040
HDAJ,30-03-21,1430
KTDO,30-03-21,2520
4XQA,30-03-21,1990
JFMQ,30-03-21,17460
G9JH,30-03-21,2020
4W8O,30-03-21,3060
7XKR,30-03-21,15720
ERXF,30-03-21,6200
ZUZ2,30-03-21,1950
UKOK,30-03-21,1040
3YKC,30-03-21,1120
OWK1,30-03-21,1500
AP0I,30-03-21,4120
SDRH,30-03-21,1450
2TBQ,30-03-21,3630
TQRL,30-03-21,2260
LFA0,30-03-21,540
RMEC,30-03-21,3210
9OV2,30-03-21,1660
ALKM,30-03-21,1620
ERDC,30-03-21,3230
NHLJ,30-03-21,2160
HRJA,30-03-21,3230
DRIT,30-03-21,10480
4YTG,30-03-21,3110
WYCZ,30-03-21,520
AJXI,30-03-21,11410
J5M4,30-03-21,1040
Z6BX,30-03-21,520
VSJY,30-03-21,2130
S3JE,30-03-21,2130
UAIH,30-03-21,3230
A6JQ,30-03-21,10410
S6V6,30-03-21,2130
SEWL,30-03-21,2130
P9XK,30-03-21,1290
D72A,30-03-21,5460
OPEF,30-03-21,4730
NHW7,30-03-21,5850
OOFU,30-03-21,4620
TT0L,30-03-21,18020
ROTW,30-03-21,1540
OYX4,30-03-21,2730
NNTE,30-03-21,2730
QVPU,30-03-21,5460
5XLD,30-03-21,2730
3PYQ,30-03-21,2730
1NVI,30-03-21,1480
EMG2,30-03-21,1480
IYPJ,30-03-21,3850
KSFF,30-03-21,2000
OYD9,30-03-21,2000
ILSB,30-03-21,8000
WOGQ,30-03-21,6000
ZRSE,30-03-21,2000
KV1Z,30-03-21,6760
SADY,30-03-21,6210
CTUJ,30-03-21,4840
IIE6,30-03-21,6610
Z9JD,30-03-21,2090
S42V,30-03-21,2090
NPNP,30-03-21,2090
FD6E,30-03-21,8280
1LGC,30-03-21,4750
SWVB,30-03-21,1540
YUYA,30-03-21,15400
KJIT,30-03-21,1560
S0DZ,30-03-21,2020
69Z7,30-03-21,2020
A5S7,30-03-21,2020
HYTB,30-03-21,1120
GJK3,30-03-21,3010
JFVT,30-03-21,3080
PVRQ,30-03-21,1540
QR5K,30-03-21,7700
6ZAC,30-03-21,1540
UE2H,30-03-21,3550
0AFK,30-03-21,3550
GYQ6,30-03-21,1560
0CAG,30-03-21,2020
MBIJ,15-04-21,1900
3CJE,15-04-21,2730
Q8WC,15-04-21,1450
OVWH,15-04-21,1520
I7RW,15-04-21,1140
TCDY,15-04-21,2085
X0MK,15-04-21,6580
JWBO,15-04-21,6960
H4XI,15-04-21,3060
QGVY,15-04-21,6200
Z3UV,15-04-21,9670
NTXG,15-04-21,10670
ODCJ,15-04-21,5460
WYKY,15-04-21,13380
P0PK,15-04-21,7355
EON7,15-04-21,3100
V6CM,15-04-21,4180
5QG4,15-04-21,2228
O1WK,15-04-21,11100
NDTP,15-04-21,4660
NOMV,15-04-21,45
RKY2,15-04-21,1000
KGIR,15-04-21,1080
ORSO,15-04-21,1080
JJ51,15-04-21,2540
6RUM,15-04-21,3230
SDDZ,15-04-21,3230
OF5J,15-04-21,2130
GCJ2,15-04-21,3560
95YR,15-04-21,1500
ZRH5,15-04-21,2100
2CUA,15-04-21,12180
CNYS,15-04-21,3040
PFOK,15-04-21,3000
YSCG,15-04-21,7000
